time,x,y,z,gforce
6.682,0.187,0.904,0.379,0.998
6.685,0.197,0.908,0.393,1.008
6.687,0.203,0.909,0.400,1.014
6.690,0.210,0.912,0.408,1.021
6.691,0.219,0.913,0.425,1.031
6.694,0.224,0.911,0.441,1.036
6.697,0.224,0.905,0.451,1.035
6.699,0.222,0.900,0.455,1.032
6.701,0.218,0.899,0.453,1.029
6.703,0.216,0.897,0.459,1.031
6.707,0.215,0.893,0.475,1.034
6.708,0.207,0.887,0.487,1.033
6.710,0.198,0.883,0.491,1.030
6.714,0.191,0.881,0.493,1.027
6.716,0.185,0.881,0.493,1.027
6.718,0.181,0.881,0.492,1.026
6.721,0.177,0.882,0.487,1.023
6.726,0.172,0.882,0.476,1.017
6.727,0.170,0.882,0.461,1.009
6.728,0.171,0.880,0.450,1.003
6.730,0.175,0.879,0.450,1.003
6.733,0.176,0.875,0.449,0.999
6.735,0.177,0.871,0.441,0.992
6.737,0.178,0.869,0.433,0.987
6.743,0.179,0.872,0.428,0.987
6.743,0.181,0.876,0.424,0.990
6.744,0.182,0.880,0.423,0.993
6.747,0.181,0.886,0.422,0.998
6.750,0.182,0.892,0.420,1.003
6.762,0.181,0.898,0.419,1.007
6.762,0.181,0.902,0.418,1.011
6.762,0.182,0.903,0.420,1.013
6.763,0.185,0.903,0.421,1.014
6.763,0.187,0.902,0.425,1.014
6.765,0.188,0.900,0.431,1.016
6.766,0.189,0.900,0.437,1.018
6.768,0.188,0.899,0.442,1.020
6.771,0.186,0.899,0.449,1.022
6.773,0.185,0.900,0.454,1.025
6.776,0.183,0.901,0.460,1.028
6.779,0.182,0.903,0.467,1.032
6.781,0.180,0.904,0.474,1.037
6.783,0.177,0.902,0.481,1.038
6.786,0.173,0.900,0.483,1.037
6.791,0.169,0.898,0.484,1.034
6.791,0.165,0.894,0.485,1.030
6.793,0.163,0.890,0.486,1.027
6.795,0.159,0.885,0.488,1.024
6.798,0.156,0.883,0.491,1.022
6.801,0.153,0.881,0.493,1.021
6.803,0.148,0.878,0.495,1.018
6.807,0.144,0.876,0.496,1.017
6.808,0.141,0.876,0.496,1.016
6.810,0.140,0.876,0.496,1.016
6.812,0.137,0.874,0.496,1.014
6.815,0.135,0.873,0.493,1.012
6.817,0.134,0.875,0.490,1.011
6.820,0.134,0.876,0.485,1.010
6.822,0.136,0.876,0.478,1.007
6.828,0.138,0.875,0.469,1.002
6.829,0.142,0.877,0.461,1.001
6.829,0.147,0.879,0.454,1.000
6.832,0.152,0.883,0.449,1.002
6.835,0.160,0.888,0.444,1.006
6.837,0.168,0.895,0.437,1.010
6.857,0.182,0.903,0.430,1.017
6.858,0.198,0.910,0.425,1.024
6.858,0.212,0.918,0.422,1.032
6.858,0.224,0.925,0.421,1.041
6.858,0.231,0.932,0.420,1.048
6.858,0.239,0.936,0.420,1.054
6.858,0.247,0.937,0.423,1.057
6.858,0.250,0.938,0.425,1.059
6.859,0.251,0.939,0.425,1.060
6.860,0.252,0.940,0.422,1.060
6.863,0.254,0.940,0.419,1.060
6.866,0.256,0.941,0.416,1.060
6.868,0.256,0.941,0.414,1.059
6.870,0.252,0.939,0.414,1.057
6.874,0.247,0.936,0.417,1.054
6.877,0.242,0.933,0.422,1.052
6.878,0.236,0.931,0.426,1.050
6.879,0.229,0.928,0.435,1.050
6.882,0.224,0.922,0.444,1.048
6.885,0.219,0.917,0.450,1.045
6.887,0.215,0.912,0.456,1.042
6.891,0.211,0.907,0.462,1.040
6.894,0.207,0.902,0.465,1.036
6.895,0.201,0.896,0.462,1.028
6.897,0.195,0.891,0.458,1.021
6.899,0.192,0.887,0.453,1.014
6.902,0.188,0.882,0.447,1.007
6.904,0.183,0.881,0.441,1.002
6.908,0.181,0.881,0.436,0.999
6.910,0.180,0.881,0.432,0.998
6.911,0.180,0.883,0.429,0.998
6.913,0.180,0.883,0.428,0.997
6.916,0.179,0.883,0.429,0.998
6.918,0.180,0.882,0.430,0.997
6.921,0.181,0.881,0.431,0.998
6.927,0.182,0.883,0.431,0.999
6.927,0.184,0.883,0.433,1.001
6.930,0.185,0.881,0.436,1.001
6.931,0.185,0.880,0.438,1.000
6.932,0.186,0.881,0.439,1.001
6.935,0.186,0.882,0.442,1.004
6.937,0.185,0.882,0.444,1.005
6.948,0.184,0.881,0.444,1.004
6.948,0.183,0.881,0.444,1.003
6.948,0.182,0.882,0.442,1.003
6.948,0.182,0.883,0.440,1.003
6.949,0.183,0.885,0.441,1.005
6.952,0.183,0.888,0.444,1.010
6.955,0.185,0.891,0.443,1.012
6.958,0.188,0.892,0.439,1.012
6.960,0.192,0.893,0.432,1.010
6.961,0.197,0.894,0.421,1.008
6.964,0.198,0.895,0.411,1.005
6.967,0.196,0.896,0.401,1.001
6.969,0.195,0.897,0.391,0.998
6.971,0.193,0.898,0.384,0.996
6.974,0.191,0.899,0.382,0.995
6.976,0.187,0.899,0.383,0.995
6.979,0.182,0.895,0.384,0.991
6.981,0.179,0.892,0.384,0.987
6.984,0.175,0.890,0.385,0.985
6.986,0.173,0.887,0.389,0.984
6.989,0.172,0.885,0.396,0.985
6.991,0.171,0.884,0.406,0.987
7.004,0.171,0.884,0.414,0.991
7.005,0.173,0.885,0.420,0.995
7.005,0.175,0.886,0.428,0.999
7.005,0.179,0.886,0.433,1.003
7.005,0.184,0.889,0.437,1.007
7.006,0.189,0.892,0.440,1.013
7.009,0.194,0.893,0.439,1.014
7.010,0.199,0.894,0.436,1.015
7.012,0.204,0.895,0.433,1.015
7.016,0.208,0.896,0.428,1.014
7.017,0.210,0.897,0.425,1.015
7.019,0.212,0.898,0.421,1.014
7.022,0.213,0.898,0.417,1.012
7.026,0.213,0.899,0.414,1.012
7.027,0.211,0.898,0.410,1.010
7.029,0.206,0.897,0.408,1.007
7.032,0.203,0.896,0.406,1.005
7.034,0.200,0.896,0.404,1.003
7.036,0.197,0.896,0.404,1.002
7.041,0.194,0.895,0.403,1.001
7.042,0.191,0.894,0.405,1.000
7.043,0.189,0.893,0.408,0.999
7.046,0.188,0.892,0.409,1.000
7.049,0.189,0.889,0.412,0.998
7.051,0.188,0.888,0.416,0.998
7.053,0.185,0.887,0.420,0.999
7.058,0.185,0.887,0.421,0.999
7.058,0.184,0.888,0.419,0.999
7.061,0.183,0.889,0.419,0.999
7.063,0.184,0.889,0.418,0.999
7.065,0.185,0.891,0.419,1.002
7.068,0.189,0.897,0.427,1.011
7.071,0.192,0.902,0.436,1.020
7.072,0.194,0.903,0.434,1.021
7.076,0.204,0.904,0.422,1.018
7.078,0.216,0.907,0.415,1.021
7.080,0.222,0.910,0.412,1.023
7.082,0.222,0.911,0.405,1.022
7.085,0.224,0.915,0.392,1.021
7.088,0.228,0.918,0.379,1.019
7.091,0.234,0.920,0.368,1.018
7.092,0.240,0.921,0.357,1.017
7.094,0.243,0.921,0.347,1.014
7.096,0.243,0.922,0.341,1.012
7.099,0.242,0.920,0.338,1.010
7.102,0.242,0.921,0.337,1.010
7.104,0.242,0.921,0.341,1.011
7.107,0.239,0.918,0.345,1.009
7.110,0.235,0.914,0.340,1.003
7.111,0.231,0.912,0.330,0.997
7.114,0.230,0.910,0.328,0.994
7.116,0.228,0.907,0.328,0.991
7.119,0.228,0.910,0.314,0.989
7.121,0.232,0.919,0.297,0.993
7.126,0.236,0.927,0.291,1.000
7.126,0.241,0.931,0.294,1.006
7.127,0.245,0.933,0.303,1.011
7.130,0.247,0.932,0.318,1.015
7.132,0.247,0.926,0.334,1.015
7.136,0.246,0.918,0.348,1.012
7.137,0.243,0.910,0.361,1.009
7.140,0.237,0.904,0.375,1.007
7.142,0.229,0.901,0.391,1.008
7.144,0.221,0.899,0.409,1.012
7.147,0.216,0.898,0.424,1.016
7.149,0.210,0.898,0.433,1.018
7.151,0.204,0.899,0.441,1.022
7.157,0.198,0.900,0.442,1.022
7.157,0.198,0.900,0.444,1.023
7.159,0.202,0.898,0.454,1.026
7.162,0.201,0.894,0.458,1.024
7.164,0.197,0.887,0.455,1.017
7.166,0.194,0.881,0.459,1.013
7.168,0.194,0.882,0.470,1.018
7.171,0.195,0.887,0.481,1.028
7.174,0.197,0.892,0.490,1.037
7.176,0.202,0.899,0.495,1.045
7.178,0.209,0.907,0.503,1.058
7.181,0.216,0.916,0.511,1.071
7.183,0.223,0.924,0.515,1.081
7.185,0.229,0.931,0.519,1.090
7.187,0.229,0.934,0.526,1.096
7.190,0.226,0.936,0.533,1.100
7.192,0.223,0.937,0.536,1.103
7.195,0.219,0.935,0.534,1.099
7.197,0.218,0.930,0.523,1.088
7.200,0.218,0.923,0.504,1.074
7.202,0.218,0.917,0.483,1.059
7.205,0.218,0.913,0.460,1.045
7.209,0.217,0.912,0.442,1.037
7.211,0.217,0.916,0.428,1.034
7.212,0.218,0.920,0.419,1.034
7.214,0.219,0.923,0.411,1.034
7.217,0.219,0.926,0.402,1.033
7.219,0.218,0.927,0.389,1.029
7.223,0.215,0.926,0.369,1.020
7.225,0.214,0.923,0.355,1.012
7.226,0.216,0.917,0.343,1.003
7.229,0.220,0.905,0.323,0.985
7.231,0.222,0.877,0.299,0.953
7.239,0.220,0.860,0.274,0.929
7.239,0.214,0.869,0.254,0.931
7.239,0.207,0.885,0.241,0.940
7.241,0.204,0.899,0.239,0.952
7.243,0.206,0.908,0.246,0.963
7.246,0.210,0.910,0.259,0.970
7.248,0.215,0.910,0.277,0.975
7.250,0.222,0.906,0.296,0.978
7.253,0.228,0.902,0.316,0.983
7.256,0.232,0.902,0.336,0.990
